moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
AutoStake 🛡️ Slash Protected,EMONEY,327561377513,1970-01-01T00:00:00Z,emoneyvaloper1z0cwp2wezmaehlhzdmqpx55vhxupuk52d7ucjy,B3CA47EB7725DC2DF75BC54530718709559BE4E2,emoneyvalcons1k09y06mhyhwzma6mc4znquv8p92ehe8zkcuff9,zAwLwmL7MTvL5YkXvR32IcIVlSkJ0hDNONkb1W+42c4=
StakerBot,EMONEY,162400888889,1970-01-01T00:00:00Z,emoneyvaloper1y2wue33vvk8d60pgzpsxjelyf0ktqu4nqsd7n5,98D1F7FE510D781C231BBAB2373487B9106FA693,emoneyvalcons1nrgl0lj3p4upcgcmh2erwdy8hygxlf5necu5fa,dhAJmlmLnmMc7u4tjbfy98GLX1qcuAl5SrIbWIO51JM=
Citadel.one,EMONEY,794706067662,1970-01-01T00:00:00Z,emoneyvaloper19aas63km0rq96dtuuvjkn76nyyj67qre477gt3,0204D1FC9DFCE756B2B995CE6AA25D9DCE069063,emoneyvalcons1qgzdrlyalnn4dv4ejh8x4gjanh8qdyrrrpq37m,eGiadN+bw4qlAWr8JWcYaS6qPFFbiv7tc9xEIsAzOZc=
StakeLab,EMONEY,635777721988,1970-01-01T00:00:00Z,emoneyvaloper1fskgtauswg2d0p79d9gdqj2yjyfulg3d65dtue,59E632F617F71507561AE1095FB19653E7503128,emoneyvalcons1t8nr9ash7u2sw4s6uyy4lvvk20n4qvfgnjeuun,z34ZkEYdXu92JAynBckZFuNgV/zHXgiA09SoIlV25AQ=
Stakin,EMONEY,490246428321,2021-09-15T04:41:49.902002895Z,emoneyvaloper1tw0qj9nuqx8nhn9d0zup64navtc0c4hds9sjwx,00D05092E7372CA2CC317E3F3AC449BD13994917,emoneyvalcons1qrg9pyh8xuk29np30cln43zfh5fejjgh6lk202,JNWmd9anieDqxQjrXsoOhejuUfrCy45PzppGPq0VJDk=
Stake5 Labs,EMONEY,319855165782,2020-12-11T08:18:41.331845788Z,emoneyvaloper1d6q0xxdugldf85xhkjtw4q7tc5v46ff3rtlk63,D1EBE675B205AC4DC1E331E84899207E16443B25,emoneyvalcons16847vadjqkkyms0rx85y3xfq0ctygwe9e5dmud,Sji938lODJu5L+cOKK3L/bTQuBzKE/U9rKTnwe/qeEE=
Stakewolle.com | Auto-compound,EMONEY,523317180254,1970-01-01T00:00:00Z,emoneyvaloper1039h52c70xlqwfqh29gmqq70zwwf8xrs3t9mps,BB22A30A2E332739B0B7114C0E1A114111766A4F,emoneyvalcons1hv32xz3wxvnnnv9hz9xquxs3gyghv6j04fdcmq,8e9t+wFC4kqjVjwpzIm1F9azNxybYZmcAM4AFR2eQjc=
BlockRacer,EMONEY,187571428571,1970-01-01T00:00:00Z,emoneyvaloper10hyn9navt4rnzvru2dwxhn3l7640wapk9j5jy8,CDDB4884F302B81003BFA82AC68E4D88C16325F2,emoneyvalcons1ehd53p8nq2upqqal4q4vdrjd3rqkxf0jquxrgy,RCADe4nhzai4whwMreJQPuTTKpFhJuNy5apwxMIt+gs=
BlockHunters,EMONEY,332668038699,2021-09-20T14:40:23.048315705Z,emoneyvaloper1ss7vkqzfal7h4m8ug8lh8peqqyt7vq3ssadctg,546B5AE051CFD509BE77E579B276E3E9D64BADF6,emoneyvalcons123444cz3el2sn0nhu4umyahra8tyht0kk7vlpy,lCf/aRUksDX4gUbtSL3Jv1nJJe0MDg6bpME6aZc8H7E=
Bro_n_Bro,EMONEY,1263428522354,1970-01-01T00:00:00Z,emoneyvaloper149vyxd36kxpg46rralaw6eejv4d9daqc3nv642,72DD91F0F6491F2AD645904FA6B2D4C59DE08799,emoneyvalcons1wtweru8kfy0j44j9jp86dvk5ckw7ppuewlyfcj,4oQga6+qF6mOq2oABlx+wN10wexoM00aWS/AhXq+EEU=
StakeLabz,EMONEY,266229411292,1970-01-01T00:00:00Z,emoneyvaloper1u7t7amu8thf33f7cq0xmunxvgpnnd9qlsu5nra,20CCE049D8A0603733FBF642F03A22DC67726A1F,emoneyvalcons1yrxwqjwc5psrwvlm7ep0qw3zm3nhy6slxsm6j4,Ocoz3lwRemA+WYx476bsPZ0ySW+zaR9z0do+nM/1mDY=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
"Stake Frites (🥩 , 🍟)",EVMOS,169736,1970-01-01T00:00:00Z,evmosvaloper1pz3mcahcrglf3md4lggax5r95gvmppc6x5w7hw,0BE2037AA1BEA98EF8C997C89AB8310C3BFFC2FA,evmosvalcons1p03qx74ph65ca7xfjlyf4wp3psallsh6pazxzz,fa33e74+jRcYpszbQYWhivR7dGPh6aChdJxIA45QCuk=
Citadel.one,EVMOS,2840312,1970-01-01T00:00:00Z,evmosvaloper1p5k54qk9jdamvw4r756g7dxsjarf6p0l3huk84,F2F7F5FC0E505FED0DB3306A669DA888E669959C,evmosvalcons17tmltlqw2p076rdnxp4xd8dg3rnxn9vuurdr54,b6RWapvHo2s5K1W6H9e42uCcGuLD9UXwAc4FDgvkcfY=
Klub Staking,EVMOS,350463,1970-01-01T00:00:00Z,evmosvaloper1rvsmc4k7ay8hc6nlz50lw8hskygvdptmwr3rdl,62C599C2F224C27260CB7C20B479F0E77016C4DE,evmosvalcons1vtzenshjynp8ycxt0sstg70suacpd3x70qzgyn,TthxuNN59jg/FYu5Rz8luXJGJm1sjBIu16P0VHEfBmo=
Blockchain at Berkeley,EVMOS,197885,2022-08-17T20:27:01.495577119Z,evmosvaloper1y6yvdg2xdltzr0v5hvf8zvxk373xwas4jwgvkp,639B7F45CCB4417C6536421A5138E711C3CFD3A5,evmosvalcons1vwdh73wvk3qhcefkggd9zw88z8pul5a9cmmt0m,e21K3kvbirW2WfPxgaJz8hOdtrwvOqHsephZV3+uXUY=
Stakely.io,EVMOS,940052,1970-01-01T00:00:00Z,evmosvaloper19fxanpnjlggzuur3m3x0puk5ez7j9lrttexwsw,87EEF8BD85692D68C1632A4AEFCF642E62B4D741,evmosvalcons1slh030v9dykk3str9f9wlnmy9e3tf46pkc9r5c,Em3+LUT+v7cR5PylGBn86OkQG0vgVhY+xVPyzu1aWM8=
Stakecito,EVMOS,1513285,1970-01-01T00:00:00Z,evmosvaloper18fdznufds7xcgthx00jmpvf6pplt7g4n7hc5ah,FF9F24A7DB626386EBA92D1E8D058474CEC40C26,evmosvalcons1l70jff7mvf3cd6af950g6pvywn8vgrpxh92jcg,mF5PdupZpj14jpjEQc7tKjYlIX7RsXASyApfmjikCtI=
StakeLab,EVMOS,322811,2022-05-23T02:02:58.473667020Z,evmosvaloper1f6m9d94lkenw9fy5wmytatt76l849kx6ugdz70,43B7ABBD8A7DDC5C248E14E19EB8CE0C33FAE04A,evmosvalcons1gwm6h0v20hw9cfywznseawxwpsel4cz24w50fz,k/GGDz48IIhKRHgWGNUfwC/MMi53125q4iBmvHHQrFA=
polkachu.com,EVMOS,1918038,1970-01-01T00:00:00Z,evmosvaloper125fkz3mq6qxxpkmphdl3ep92t0d3y969xmt8hz,B6C3DB906FAEF2C8758D1881386E615E8432A91C,evmosvalcons1kmpahyr04mevsavdrzqnsmnpt6zr92gur3fy9x,eYZ+FrvzTxUTfzzQu8/SJyD+nM2vbHn/p1wInDW1s0E=
Stakin,EVMOS,843392,1970-01-01T00:00:00Z,evmosvaloper1sq9ggymzx02vcp7kf6yyar83scfm4r22swu673,5000FB04E89458D6E885228B3140EAE82EA44BAC,evmosvalcons12qq0kp8gj3vdd6y9y29nzs82aqh2gjavkafr59,Pr83ncCOAsVmt+1fYn1Ugk4V6tu+CrlfHnzkZCr3v4U=
AutoStake 🛡️ Slash Protected,EVMOS,330781,1970-01-01T00:00:00Z,evmosvaloper1shvcjzhcxau6qtlz9w82a646ecwp4hq7ayqt0w,9B7E37F58B238B506032605B8A8B3D5932021117,evmosvalcons1ndlr0avtyw94qcpjvpdc4zeatyeqyyghffuvca,onq0BLHTHD2bPzhDXbXrk0W2eNPMzK6T9UQriuPYG+w=
StakeWithUs,EVMOS,290315,1970-01-01T00:00:00Z,evmosvaloper1jxruqmfurgxrem4phvaqxkvprxa6fr0ncg3t88,EC470FD9C84B401A4F152BFB4F19734013CD1A26,evmosvalcons1a3rslkwgfdqp5nc490a57xtngqfu6x3xq5qe73,z1E8d5szUIaOYz6TuAAZmOqoqFbwnwyKVtn9iYWoULI=
BlockHunters 🎯,EVMOS,242230,1970-01-01T00:00:00Z,evmosvaloper15n2ms99yx2lycwk0msmtlj9yxhtlmqeymtg4c3,59AD2C2DDDF4C395148CEF15C15E14166034A589,evmosvalcons1txkjctwa7npe29yvau2uzhs5zesrffvfq6aeay,FtcWkpdnq3qvz/gH7doFA9GADxjPoRgVdJjs/kv9mHo=
Chorus One,EVMOS,321926,1970-01-01T00:00:00Z,evmosvaloper14yeq3lkajldaggj28hmq8xng9xux7x5g86tx29,F0FBF276F32238345FA3959F5F031B2E7869E073,evmosvalcons17ralyahnygurgharjk047qcm9euxncrnfrzhld,FHWZL3uZyd9eMKQQvphrwq3VqjSfMjBbD9jiEuCDkWU=
Bro_n_Bro,EVMOS,866233,1970-01-01T00:00:00Z,evmosvaloper1ce4vh0e5kanlgc7z0rhcemvd8erjnfzcyfecl7,6C563B1CEEC386D9A33547B5ADEA62074A3AE442,evmosvalcons1d3trk88wcwrdnge4g766m6nzqa9r4ezz2x6h0h,DxqHTCtegtPPikonb9Wv1KdBtw6IGEaQ/pUmTTKX6x0=
Blockdaemon,EVMOS,345139,1970-01-01T00:00:00Z,evmosvaloper17hd4fyhqkgply6klljx3ugqemhdgqhe8xu2yu6,D6C293C492E690B14C8B7A3338ACD973A4F4759C,evmosvalcons16mpf83yju6gtznyt0gen3txewwj0gavuf3qynj,GwoZxZvG9N37A2bIMoXew/vtlL/ScwrEfOsN5Oqx4Rc=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Stakewolle.com | Auto-compound,FETCH.AI,3379480,2022-11-11T05:46:22.937997459Z,fetchvaloper1xmznygxujt2vpzmufvghfunw5rq02qn5plut4t,3E62D5D9B569247163FFB28C73C7768AD9A84AF4,fetchvalcons18e3dtkd4dyj8zcllk2x883mk3tv6sjh5f3kwhg,KWnnyXNoNW13dd26sW3F/1CSMrTvbkig+aVStNfydI8=
polkachu.com,FETCH.AI,474995,1970-01-01T00:00:00Z,fetchvaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4pn5mfmy,16AAED34868E0A5FAF47744FE0041C885E08D30E,fetchvalcons1z64w6dyx3c99lt68w387qpqu3p0q35cw8l267f,uPc0JETjibN+WDS4Rlmzy+zC9E+d5Oxz5aptXBVdAso=
Citadel.one,FETCH.AI,3967783,1970-01-01T00:00:00Z,fetchvaloper169hpfaau6ey8avzr6dk30f2y6j3gv8x5ds9657,9EBC7EF8F41053282A441020534008BA87A30CBF,fetchvalcons1n678a785zpfjs2jyzqs9xsqgh2r6xr9lsjsgj5,Hbrg4DgsJfbN38473MZzNByDEGtFtjBd1bGeabRFocU=
StakeLab,FETCH.AI,1768641,1970-01-01T00:00:00Z,fetchvaloper1mr8tqsr3cjp4vh30j8h32uluh5nhnjnh8lkef0,FA2EDF8CFD6791E6A2E886A195095C7FEB7EF9A0,fetchvalcons1lghdlr8av7g7dghgs6se2z2u0l4ha7dqm6c20v,fg9bYyUc5RngVJ8uOsAGTPidbzIp+JnG3aRPiLaP1YI=
Blockscope.net,FETCH.AI,19438650,1970-01-01T00:00:00Z,fetchvaloper17tznsfw0jz2tmkpsqqv40tzmd0nhndf9me4585,D7E025DD7943C57E521EA9D5E86A297D6D1E4E40,fetchvalcons16lszthteg0zhu5s74827s63f04k3unjqy54wy2,puDJkfiteffNeOUB3Hb8kV/spRoiAwT5apxX+1jx1U0=
StakesStone,FETCH.AI,7455844,1970-01-01T00:00:00Z,fetchvaloper17wlu37ev6s786r2qe9qwl38he0hahnekgsd0sk,553CD2288762AAF558CAB40A03DE09B0651E387F,fetchvalcons1257dy2y8v2402kx2ks9q8hsfkpj3uwrlfr3ars,L7C2Y2MuF4O0FoVhvrWiWOtKTuAK9Ga3oCxz/r6xkjM=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
polkachu.com,GRAVITY BRIDGE,5516025,1970-01-01T00:00:00Z,gravityvaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4pskxg9g,F428DA746A8F14B5C25D523F943F64504713D27D,gravityvalcons17s5d5ar23u2ttsja2gleg0my2pr385na6xy0yw,cIWtmBXiFY7jRNvjTEWvG4tNoi3D/EXz1xq0Ozm1GrQ=
Blockdaemon,GRAVITY BRIDGE,198090,2022-10-21T19:47:40.289222564Z,gravityvaloper12qx44c75dd8ykckexxxxjn7ygehwxkqjh04uke,87260C992A9D17AA62D0BB08163C0C78EDEF30A8,gravityvalcons1sunqexf2n5t65ckshvypv0qv0rk77v9gv0xwgm,jDxksbapzki9PnTX+HAKEpSNf8HVir1dwAyaiuTtOl0=
Oldcat,GRAVITY BRIDGE,572389,2022-11-14T21:05:41.805586559Z,gravityvaloper122mak6mduuzyww573jlpgv57qhk96aqgu7sd8g,BDF668E871841C8BD41FFEE1A0F33F021B35F141,gravityvalcons1hhmx36r3sswgh4qllms6puelqgdntu2p3sr2f8,IGa5APBGpHwrNSre91f9cZvMu6z6aZOCx9qRrcBt5Wo=
Stake-Take,GRAVITY BRIDGE,3077507,1970-01-01T00:00:00Z,gravityvaloper123a04v3hxf40yl4sa2924v5zpmp7qat6psznex,6A8AED7F8380E5D76CFE77672DF94F2C8C3D7950,gravityvalcons1d29w6lursrjawm87wanjm7209jxr672sf34hyy,Md7dbL6umwxKSZgR8jVFDdLllZPsvbUigDPkj5ctaro=
Bro_n_Bro,GRAVITY BRIDGE,5161521,1970-01-01T00:00:00Z,gravityvaloper1vyd4k5j636erx5y5kdqghdu3rfjtwc48vdc7r6,1AA30CA27AC3B8A32CA5B410075E93D588ED5172,gravityvalcons1r23segn6cwu2xt99ksgqwh5n6kyw65tjzr8h0c,K3JrczQuyHaNJEwGWqSV1cK9GMC0wG3HofEoCx18vRA=
Staketab,GRAVITY BRIDGE,142650,2022-05-03T08:00:28.508719149Z,gravityvaloper1vm6977a9m37crcup7n3gpvgzcwwcf5h2muzepz,3D3E9760DB8F7ED3F656EA35832BD265CAFD2A0A,gravityvalcons185lfwcxm3ald8ajkag6cx27jvh9062s253j2vs,vtY5AQkj/FzHFTzUHDaFvqUweBr1z6KlUomAQwbYXFo=
StakeLab,GRAVITY BRIDGE,7111017,2022-09-07T03:16:01.748757321Z,gravityvaloper1d63hvdgwy64sfex2kyujd0xyfhmu7r7cgxt5ru,7F40C07D8DAFDD91FBFD2BD671A5D15ABD2F3258,gravityvalcons10aqvqlvd4lwer7la90t8rfw3t27j7vjc7lanht,EfxTd+vSlz+Mm3EsXKiABzwkk1+FXit6Lm3Us2P5YZ4=
BlockHunters 🎯,GRAVITY BRIDGE,265847,1970-01-01T00:00:00Z,gravityvaloper1symf474wnypes2d3mecllqk6l26rwz8meal7ll,1DC214B089EE1CE316DED69074AD6C191A137F9C,gravityvalcons1rhppfvyfacwwx9k766g8fttvrydpxluucalner,6PXdtnO+YP+APiQCE+jahFN4TnHAangRQFEzl8gcTEk=
Citadel.one,GRAVITY BRIDGE,18747320,1970-01-01T00:00:00Z,gravityvaloper1nyj09trs40txcmemjsqy2l8f0lkga93esgtw02,E16F5800D5108F9B360D03450E59CFF80D5F83C0,gravityvalcons1u9h4sqx4zz8ekdsdqdzsukw0lqx4lq7qtz0z9f,WXxnk/TceIIgFwzv/clmpXJwBAtDmoEoNNGF3Fx4c5s=
Stakers,GRAVITY BRIDGE,1735185,1970-01-01T00:00:00Z,gravityvaloper1nwwnyjwqarl03gsruc90e3zpt33cruas9p9zq2,CF024A3EDFB782E83CC2CA69D54169AA6A659732,gravityvalcons1eupy50klk7pws0xzef5a2stf4f4xt9ej3rh0j3,xPBMol9p1jWeo0UIr4FKxkAD6I8gAXrqc4cya6mm6xU=
Blockscope 🌱 Slash insurance,GRAVITY BRIDGE,9522516,1970-01-01T00:00:00Z,gravityvaloper14sqjz3eccpqntrpwnnw7s6zlmy2rgj95282e82,8E4EBD3E0528C9376FBA89602A730ECBB9275909,gravityvalcons13e8t60s99rynwma639sz5ucwewujwkgfem4ya7,6brHXIB3OCNP/FCzJ4OeOU3DdYoS79qgUQc93wars/s=
Stakin,GRAVITY BRIDGE,23659696,1970-01-01T00:00:00Z,gravityvaloper1haznywsf8l60xftvkgl79dstyuw3vw5x0v7kgn,39A518964A9130BA4832C06397E26F0B2C529001,gravityvalcons18xj339j2jyct5jpjcp3e0cn0pvk99yqpaveaam,wLmW1+yFiYQn/o9rJUT/uEHPVFdU0DnbVheEpnXUJJo=
StakeAngle,GRAVITY BRIDGE,9903124,1970-01-01T00:00:00Z,gravityvaloper1mf0u0cd4j269yqd6jrud6l9s3asgwavf2z9f4p,98BD70AF0D2CD2034BA6B65F0CD4FDDCAFA070E1,gravityvalcons1nz7hptcd9nfqxjaxke0se48amjh6qu8pmskdtc,F29yz9rbZQNn38nghhXQZ8EPLo8DljQNc41YZ+1TMlg=
StakeWithUs,GRAVITY BRIDGE,1974663,1970-01-01T00:00:00Z,gravityvaloper1lc9etukld9c2yhs3y03037ezffyudl0fdd9gny,D1173DB0442EB3B5C131AF265B80ECAC5C27F49C,gravityvalcons16ytnmvzy96emtsf34un9hq8v43wz0ayu0g5m7z,Q+buxqdXrGzskgBseNaw8sFt70tbrq6ZwJZrC5arkz4=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
StakeLab,INJECTIVE,412325,1970-01-01T00:00:00Z,injvaloper1r3lgsyq49zvl36cnevjx3q6u2ep897rws9hauk,0C3BA2F85C910146CA1371618BF158C66B542134,injvalcons1psa697zujyq5djsnw9schu2cce44ggf5ptu3vu,SAZI/xUE9McIi0JmVDnUclrz6Ykku2B6gLKNv6lkqcg=
polkachu.com,INJECTIVE,1186399,2021-12-25T10:00:52.275793929Z,injvaloper125fkz3mq6qxxpkmphdl3ep92t0d3y9695mhclt,33ED396C904DD8E9A1C2A43FB37C14F5DFDB6E8A,injvalcons1x0knjmysfhvwngwz5slmxlq57h0akm52r8ef7t,W7XNeQ0LX9klTb3fDlAMPZHe6t3VU7HxinKC7hdIIB0=
StakeWithUs,INJECTIVE,666724,1970-01-01T00:00:00Z,injvaloper1v2xylfeyry808ltt0hwxggzt0fns6uwh74mku3,94254934252CC8F55DF8FBCAD8431EAA8AEF665D,injvalcons1jsj5jdp99ny02h0cl09dssc7429w7eja6ve35c,3TH3resokAsG4LgJ+u6C3uLhGf9tdpebmApDpcjkflI=
Staked,INJECTIVE,342008,2022-09-27T06:19:10.659618266Z,injvaloper1w3psm8a9td2qz06s46cxss03mz5umxaxegvhhs,9AAC0790FFF74F4050DBBBB55EBF59BF134C4038,injvalcons1n2kq0y8l7a85q5xmhw64a06ehuf5cspc8qs437,hZ5rLymhKTLnsFnCuP2qZu9DqCdRWN/T1B8Q+3/k02I=
Chorus One,INJECTIVE,459951,1970-01-01T00:00:00Z,injvaloper14yeq3lkajldaggj28hmq8xng9xux7x5g46hezv,FEAA42B0C3582CF9EBE4BD52082B90636C8BF3A5,injvalcons1l64y9vxrtqk0n6lyh4fqs2usvdkghua9drdha0,z3dnzkbjyodV1GwhcNK+H1W0k/p6XtV4xb3sGEYgLhw=
Citadel.one,INJECTIVE,2285265,1970-01-01T00:00:00Z,injvaloper1hsxaln75wjs033t3spd8a0gawl4jvxawn6v849,DD2C988B278E526870DD97D7BA75EEAA2FEBD55D,injvalcons1m5kf3ze83efxsuxajltm5a0w4gh7h42awccxtt,mT+Z0UTq93hWl7FhJSpZcc+b07F0OUMcsddSDjJvqLk=
Matrixed.Link,INJECTIVE,20205,1970-01-01T00:00:00Z,injvaloper1cwzl3q4h5v8yvzlp64h7fwnduzut3f4nst2gdp,BE05CA28E8C6B283529F607490C0B69BAE212B85,injvalcons1hczu528gc6egx55lvp6fps9knwhzz2u97sxycp,okOdNNQBwwCx/GZTcA3bgAH5cfUqmhhVXYppMPkK+v4=
Stakecito,INJECTIVE,359793,1970-01-01T00:00:00Z,injvaloper1ee7xnhczhvu064utmdn48sh0wx7zq3pgy6frgm,03E0A1287B25629B36D6AA29E2E1F0CE00114162,injvalcons1q0s2z2rmy43fkdkk4g579c0secqpzstz7ujpmn,K2VvtoeWDmf67ZW++A0SmdwA334uSWsXQ/efc3/IzPA=
Stakely.io,INJECTIVE,111083,1970-01-01T00:00:00Z,injvaloper1mwerm24kce7dcl59t6n0caw7c8zxgkrjj9svwj,D1CE87BBE89B737495416E8C44B9F58D2372D5D1,injvalcons1688g0wlgndehf92pd6xyfw04353h94w3cca4p3,4bBFRsRsjjsgH/LiDN0ccg87AVivpIzBnTdA3h1BHKc=
AutoStake  🛡️ Slash Protected,INJECTIVE,1890860,1970-01-01T00:00:00Z,injvaloper1acgud5qpn3frwzjrayqcdsdr9vkl3p6hrz34ts,F39BF9316C07E4F27EE31951F720783C58D09C11,injvalcons17wdljvtvqlj0ylhrr9glwgrc83vdp8q3q5pvas,i97gIfO3BCu7bSvCKHNBBfb2UYzfP8I9VNx3iaWjUdc=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Stakewolle.com | 100% insurance,IRIS,13981774,2022-11-11T08:05:02.825422563Z,iva1ycumtcdd6u2f2m2ar5u3szty524xmz6eac6lrh,E7C8546AA9769247AE0584988700F99EA1210173,ica1uly9g64fw6fy0ts9sjvgwq8en6sjzqtnja7uhg,kNquPd7nwf58797QOuGaX+TDubWvaCq1l2dAO5hz3vI=
Citadel.one,IRIS,16866409,1970-01-01T00:00:00Z,iva12f8cfz4qqtk3qxym94xme5qyqjl3gpw0hv2hs0,BD43CB6DC9702D21BF67173D435DB61B43AEA011,ica1h4pukmwfwqkjr0m8zu75xhdkrdp6agq3dwg9n0,Qphb450+w7Bx23yH70k4IDvI16RyoW/vtgqe6b+bIZg=
StakeLab,IRIS,21436798,2021-12-07T18:45:55.172135519Z,iva1d3z30ndxuqas8vr3mrc7028ykvfaukal0tnj0p,24ECE6DA95FCEEB51262674E6C9E038DA5F4F9CB,ica1ynkwdk54lnht2ynzva8xe8sr3kjlf7wtcseyfz,iUATndsJEM8EJw1olO/p1vGTTrvEQULBRh2jkKrobYQ=
Stake5 Labs,IRIS,5777725,2021-11-04T10:28:23.778793027Z,iva13y3fd2ej9aa3s9sfx93kkc6p8vghwr08s4280e,0DEF792D5FC192D275D97B9CA11FEB9751E69416,ica1phhhjt2lcxfdyawe0ww2z8ltjag7d9qku27zmr,M5C92+AyslGlrPxkcBrCO756yJedaiIajcA8v3HQ7ns=
Genesis Lab,IRIS,16879427,1970-01-01T00:00:00Z,iva1n3hnhva22tykxxekrdq6zup4qcznsr9qc00fp6,E03EFF2582C25675B17C0C34F92BD60B977578EC,ica1uql07fvzcft8tvtups60j27kpwth278vwkw4rv,oy01zFmx5YPz282xVa+tsJZWOsEAPeMCmm6O0+R4yMQ=
Stakely.io,IRIS,12975034,1970-01-01T00:00:00Z,iva14ffz956stez2kgqlvz0g342fkts25hndqcaaqf,5E5ECA1E85EDF43340A3F495C44EFF338E57DE0A,ica1te0v5859ah6rxs9r7j2ugnhlxw890hs23mkkf2,20fUOC7xahHQLxQXBTuL2uiffE4qn2TjBXjbP+VN4Ig=
Stakernode,IRIS,4991,1970-01-01T00:00:00Z,iva1hmfjyaygehcpc8dvz6g3g9m4d33fa3ge5wyggz,64364DF2815863AE018F358922532A9E899C95F9,ica1vsmymu5ptp36uqv0xkyjy5e2n6yee90evjmhdj,jlxbT0SP3u72QDgvQB0QtXP1/ZfG5Ehz82rgh1QWzvA=
Stakin,IRIS,6859031,1970-01-01T00:00:00Z,iva1aj6frfd5g0a5d88j6mjpvy0ql5afd5crt90uqx,351F25FBBDF46766CC72D98A32100960CB4F3C32,ica1x50jt7aa73nkdnrjmx9ryyqfvr9570pju02f6e,V23dxgHHLtjDZx50f6dVe7O+872TtrMDxAOlui9KcmA=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Stakewolle.com | Auto-compound,JUNO,313201,1970-01-01T00:00:00Z,junovaloper1qr78535yz60zemv82sww948c6azx40gnawnh6r,2A8023A1977E7C521107502B803AEC57FFAA6094,junovalcons192qz8gvh0e79yyg82q4cqwhv2ll65cy5darr0k,lOsTaQ+NCjBIydpLQdUTs1IzsfFv2Az9mr0b3gqwKn4=
Bro_n_Bro,JUNO,365049,1970-01-01T00:00:00Z,junovaloper1quqxfrxkycr0uzt4yk0d57tcq3zk7srm7sm6r8,71D07A7BA468ABC50B234F93200F4D91B4AA784A,junovalcons1w8g857aydz4u2zerf7fjqr6djx6257z27zgnpd,NXcEaQe9SM44u7jqC1p/Gj5XJO+zb8GU3YECS+mqH2I=
Stakecito,JUNO,774167,1970-01-01T00:00:00Z,junovaloper1yy3tnegzmkdcm7czzcy3flw5z0zyr9vkkxrfse,26DD4D34B61136958ED2E7E0BE710291417F77E9,junovalcons1ymw56d9kzymftrkjulstuugzj9qh7alfkdgymh,ZP9tmjgtMVbOBqqt+OvK6utk2NOn9aM0TAn4/FPpfOQ=
Stake&Relax Validator 🦥,JUNO,76474,1970-01-01T00:00:00Z,junovaloper1yg0h9xeseq3qfu2vkwj3m29yf42lnyfmqasn35,A3F728A1BEF2B4860A7B8104C9CE56ACFFC85561,junovalcons150mj3gd7726gvznmsyzvnnjk4nlus4tp2vudr7,sGOpDdo8HfRyYPn2DPo/nsa0OwUflG7JtTzOG7g8Zok=
Stakin,JUNO,178325,1970-01-01T00:00:00Z,junovaloper1xdywquvz5g6r5wv6tpkj6chad0fkk459gf9ny6,3B7925E257959679621E750F69FE97277B8DD9FC,junovalcons18dujtcjhjkt8jcs7w58knl5hyaacmk0usysf0h,ZYLfD6GhAIlHdM8Wsi58NUAZ/W0YxUunIQshRwF5GG8=
Stakers,JUNO,68435,1970-01-01T00:00:00Z,junovaloper1x73p5aukx7ak8c2gss3ctvdlqyln38xjnkdj83,0855A780C7EABDAB44FC31341278D7B41ED9CE96,junovalcons1pp260qx8a276k38uxy6py7xhks0dnn5kqq2ae8,RbDbqqHzyj6aewaV0zfE/UUNrbc3ImZyU06hZGwXtlA=
polkachu.com,JUNO,339842,1970-01-01T00:00:00Z,junovaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4pvzc6k3,011CA32A120D5F8007BE9D2AA60C1C7AE8F02634,junovalcons1qyw2x2sjp40cqpa7n542vrqu0t50qf35jy5zs0,+aHdBaSsJYDFGYOlOJEEjh6qHrbEktBmCmOiuVp9P3k=
Oldcat,JUNO,94615,1970-01-01T00:00:00Z,junovaloper1gwd9l44t22e3nteu68akfgykuxu6lq6m6u786d,D2C08B4DB6CC564701FA562DA96E54F04BE5857C,junovalcons16tqgkndke3tywq062ck6jmj57p97tptu3pjklm,mJKzOTSkhtWdv/qU7jBENJ5PkLCZzyEp8qTrJnCx9mo=
StakeTartare,JUNO,94916,1970-01-01T00:00:00Z,junovaloper1vqun68xz03pj63njyqse09rmzjwkdj84nagera,9764A129141805A79703E9AEEFC1D0ABCDB35F86,junovalcons1jaj2z2g5rqz609craxhwlsws40xmxhuxpuzum3,wXCcti4mAYz9y6iXMGT8cRJ8ojrDNEM3DggPo7vrWiY=
Klub Staking,JUNO,515551,1970-01-01T00:00:00Z,junovaloper1wszlc0l5tfh37mq24009pzf24mavlkx4p97jjz,213643E026A49E93FAB4E53D54C18A77F9B651B1,junovalcons1yymy8cpx5j0f8745u574fsv2wlumv5d38nwkyx,YIrMOsfZWg6nNqUfo09UAg9e8n5ctFV/xYUYLAxOTc8=
