moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
BlockHunters 🎯,JUNO,130701,1970-01-01T00:00:00Z,junovaloper1ss7vkqzfal7h4m8ug8lh8peqqyt7vq3s33yv7a,61005496A6BA51A66653DACA655BE31197313975,junovalcons1vyq9f94xhfg6vejnmt9x2klrzxtnzwt49ucgnd,nuxE0NNL07p86TMlsXcKn2EddR5ziu/IbBoVT5V6Chw=
Chorus One,JUNO,429980,1970-01-01T00:00:00Z,junovaloper15urq2dtp9qce4fyc85m6upwm9xul304945tllg,65974BBB920B9393C197F195FB7B214739DBEC70,junovalcons1vkt5hwujpwfe8svh7x2lk7epguuahmrs65fxhy,uq5hjH3H0c695KeXtMvQmUcvCNuO8uCDIMdZj00mNR8=
Blockdaemon,JUNO,71080,2022-05-05T09:51:34.141947902Z,junovaloper1k0hmfxjj3thuc47057cxuhxneu8rmseuje72k5,E9D4585FE1FEC3B317A9C69F233A19A0281F3C43,junovalcons1a829shlplmpmx9afc60jxwse5q5p70zryhg5gj,B4m+PT8mOnyBDze4p792f5+a9S/t5Dl7xEFJwyVHR84=
Stakely.io,JUNO,215688,1970-01-01T00:00:00Z,junovaloper1hx9yj7qgnp8zhkrqfanvz74mcsg9d8eyskvsxg,C0CA289D913689AC0A9450375E4208F473FD5A2D,junovalcons1cr9z38v3x6y6cz552qm4ussg73el6k3ds4hrwt,xhKXi6bZe6AOnG9N5IneZshI9ssG/9XeGoul2R7CEn0=
StakeWithUs,JUNO,106424,1970-01-01T00:00:00Z,junovaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqv0rx2l4,71BDF6B1FBF997AD1875B74F4796CD3D6A5F6D69,junovalcons1wx7ldv0mlxt66xr4ka8509kd84497mtfu056au,RAP98NjGI0ZvZ7t+JJo4nGUAvanM3xgxgET96up5m80=
"Stake Frites (🥩 , 🍟)",JUNO,73611,1970-01-01T00:00:00Z,junovaloper1uepjmgfuk6rnd0djsglu88w7d0t49lml7kqufu,09C809054D9CCEDB5594CBFC96CFFA053D7DD02E,junovalcons1p8yqjp2dnn8dk4v5e07fdnl6q57hm5pwcr9kkn,hZ+YWR08zpjqMiUNKJlqv9lQ61W/Fo/+TIEzOLncFMI=
Citadel.one,JUNO,1104215,1970-01-01T00:00:00Z,junovaloper1lzhlnpahvznwfv4jmay2tgaha5kmz5qx4cuznf,A50CF609192A6CF1C6835D56274D18B30459425E,junovalcons155x0vzge9fk0r35rt4tzwngckvz9jsj75nnzr0,Sj5Z95WT2rtzzRJrtKRt+TbSqzP/9hKxchP9H58U1W0=
StakeLab,JUNO,214692,2022-11-01T11:27:33.795950245Z,junovaloper1la7th9kc3gdltl53cedxxqpkyk5runudrzwx55,FEE0233B3771EAEB26617E367138A0A6EFAA79B1,junovalcons1lmszxwehw84wkfnp0cm8zw9q5mh657d3zlhcqh,Jfobc/z5RoCG5U2ElnEtz3yNFkYFGN6fRFY3bJHLosw=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Stakepile,KAVA,156742,1970-01-01T00:00:00Z,kavavaloper1q8srckh50n0hygw8ntylkvrtfzgexvf364yule,05E5DCFB8A29AF9630F815E42759F9A62D889DC5,kavavalcons1qhjae7u29xhevv8czhjzwk0e5ckc38w9478gyc,R7+eqDTB1egzO9Ixt3/zFyVijaRI5VaGW3Ah/htkaTM=
StakeLab,KAVA,175897,2022-06-05T09:12:03.791656299Z,kavavaloper1gd5hf545caremavv28apr9mzf7f7ns395c27mq,208882AC55299E529A03F39C8F1B5CFD16596C9F,kavavalcons1yzyg9tz49x099xsr7wwg7x6ul5t9jmyldrnjvx,hcqADWp+sHJBiVbYxXf19MaplM1twW++iOkazUO8P3E=
Stake.bg 1% only,KAVA,35640,2022-09-29T04:10:44.061937275Z,kavavaloper12pwqhuhdpcq0gs9mq0wuhmkt9r5zwu7t4fnanx,3ED3F4199DCD0481E6B0EFBFCB6FB09DCD666E57,kavavalcons18mflgxvae5zgre4sa7lukmasnhxkvmjhy7dhku,hA/ZJZ3aYddskSARudA5pJAGtsL3jFTdjWU3mPqipPE=
polkachu.com,KAVA,737598,1970-01-01T00:00:00Z,kavavaloper125s8t5c6ypwee7ytun90lnhgpls2zl3vta43aj,974A239562D100506A23FE6A3E8B47BED30AD61B,kavavalcons1ja9z89tz6yq9q63rle4raz68hmfs44smu9tjry,NX+OMnBDGSjVkwgVrGV1pf7OBXR8GHYnu5L68kkhYII=
Staked,KAVA,2435893,1970-01-01T00:00:00Z,kavavaloper1dntlhrw3jrej6ssdp64yfmkkz08ykyx4n7hphh,29FE27DA68D9F39225C6F86AA1AD75B2E3D83A18,kavavalcons198lz0kngm8eeyfwxlp42rtt4kt3aswsc63tf6t,M0rtv19zw6mMkHKzjfIIHuANVie66uv5BtV6/emT5UE=
Stakin,KAVA,2522738,2020-12-19T06:55:25.706549517Z,kavavaloper1dede4flaq24j2g9u8f83vkqrqxe6cwzrxt5zsu,6DEA0A253A59FA6526EC622B6B3B87AA8B5FE596,kavavalcons1dh4q5ff6t8ax2fhvvg4kkwu84294levk9yvu7u,gsw0riUg0Uujv8TkDg9wouSiAC4pD06ZhUQMT7dKxPI=
StakeSeeker by BTCS,KAVA,33588,1970-01-01T00:00:00Z,kavavaloper1wezeynt54vsmmclh6xr0l25t2ufrz5hg67yxrm,0A123DF43C342D14F7B47834872ABB00972DBA10,kavavalcons1pgfrmapuxsk3faa50q6gw24mqztjmwssv3ttyv,M9+gogoOb6uIkagmizVb0eyWPmm17qb/kCGPiczdl6c=
StakeSeeker by BTCS,KAVA,252801,2022-08-05T16:54:13.167543253Z,kavavaloper132nytpt5m553tap25fdvcxgp26sqcxrjyrlq5m,9B6CA1030EDAA09C4541AFE8E9AF7E5C197A6411,kavavalcons1ndk2zqcwm2sfc32p4l5wntm7tsvh5eq3t7w56v,YHY18Lv1Y/SJyAD6gw+i2ld/aojdcNXXaOUelOL/0d0=
StakeWolf,KAVA,26133,2022-08-13T01:48:49.094870945Z,kavavaloper1ndkn5rdl9n929am6q2zt9ndfhhggcxkhetna90,D75F1FF76F23C0D1AB40288FC6805583677C00EF,kavavalcons16a03lam0y0qdr26q9z8udqz4sdnhcq80h83w9h,0FYeI559wI3CKIzySRqpnDNVLXfai1RpgaTkHaFuq7E=
Chorus One,KAVA,3428218,2021-05-17T20:16:05.871843414Z,kavavaloper15urq2dtp9qce4fyc85m6upwm9xul3049dcs7da,9552EC40A8D27F2EF1252985A89BE63BFAB24550,kavavalcons1j4fwcs9g6fljauf99xz63xlx80aty32sgnlpt2,gj40J43AHV/32aV+lvFM6UVENqM4tOG7J90GsUWqYuA=
StakeCraft,KAVA,326155,2021-01-03T10:51:27.600772139Z,kavavaloper1k760ypy9tzhp6l2rmg06sq4n74z0d3rejwwaa0,5AA4440350230D5BB8CDFE6A5726656B4FC7DC6E,kavavalcons1t2jygq6syvx4hwxdle49wfn9dd8u0hrw0rg77e,BM16Wru6ELaZXCyKZAH5WGxg5YiMYw2WlcpBnfdbnQg=
AutoStake 🛡️ Slash Protected,KAVA,203250,2020-08-18T08:50:41.380204711Z,kavavaloper1hztgl202pvetspxch0pcchaqzrduw4qq64q08u,C4F7C3E4A5058CCF1EFF34C207CB287A7DE71182,kavavalcons1cnmu8e99qkxv78hlxnpq0jeg0f77wyvz4j79ca,PsqVSLnDmrvfvN7DIo/0TZBRTtp9QoESqtYKNo6pg6k=
StakeWithUs,KAVA,1552183,1970-01-01T00:00:00Z,kavavaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqvh0atdq,CEC7DBB2A51DFB8B98CCA86F749AD50DED845AE9,kavavalcons1emrahv49rhachxxv4phhfxk4phkcgkhflrz66g,weh6ReWEakAVWO/6QRKmxW/DjGaobDJvLmkoAkrGouQ=
StakeAngle,KAVA,15867,1970-01-01T00:00:00Z,kavavaloper1eatqak3wnu3p6udskrtgj4sexp5yuprzwfcmwn,1762C3B334614E61645974BBADAFCA0F978595C3,kavavalcons1za3v8ve5v98xzezewja6mt72p7tct9wrwje6w4,HFE3lQftXi83l7OGxi3LsoYNtVZj7Ly8IGw3mwFsFCQ=
Genesis Lab,KAVA,56232,2022-08-05T16:54:13.167543253Z,kavavaloper1uvz0vus7ktxt47cermscwe3k9gs7h9ag05sh6g,E500CFDD070CED3172554EF55B93127A0E41D13D,kavavalcons1u5qvlhg8pnknzuj4fm64hycj0g8yr5fa8sw6nx,fowU/uUFmI6Y/Wfq7M6lFU8GQZVgfmsqQVBqAyrrxYU=
Blocks United,KAVA,72495,1970-01-01T00:00:00Z,kavavaloper173l244hzxae6552769k2s3lfy4ue7whxwtkyq4,19F56115A4D619E60B5D774819102B2162512E53,kavavalcons1r86kz9dy6cv7vz6awaypjypty939ztjn2y9kmx,XXOQVcRSnuezJ92TDGwWKFvLwDoy48MfQH7yvaClMa8=
Citadel.one,KAVA,567773,1970-01-01T00:00:00Z,kavavaloper17u9s2fx5htqdsuk78hkfskw9s5g06tzqyl2m8j,904FC4A2431DBC85CB3444D8B3B069CF77242712,kavavalcons1jp8ufgjrrk7gtje5gnvt8vrfeamjgfcjwrgcju,m7xsuSo6kk0xho3LdF2cUtIJYBMUNM3Tut8896/mBzU=
Blockwave Labs,KAVA,7,1970-01-01T00:00:00Z,kavavaloper1lmskap0f683fv3vwf3kftn4ha09kmnug4vd5hk,3849B4CEA39743F91D9483CE43D490A6C50B47A7,kavavalcons18pymfn4rjaplj8v5s08y84ys5mzsk3a8ytzpsw,5i3pmVyao+o52fui8K7jIkGu0mBiyIraTjXVpkSiqbA=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Stakewolle.com | Auto-compound,KI CHAIN,5581259,1970-01-01T00:00:00Z,kivaloper19seaxuh9wp3zum42w6flrjsr5raptxhy3l8qvw,FFF3FB9BAB261B6600C1C539308D0F807A810B2B,kivalcons1llelhxatycdkvqxpc5unprg0spagzzet7e6x2z,4ltyI2dpeYqxAf98bJZwRgFB9WbYaIAQocmOp5eb6ww=
polkachu.com | 5% fee,KI CHAIN,2979905,2022-04-13T06:59:13.269808812Z,kivaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4pq8jud7,904B4C45C46798A52D0A0B7621F4B0707A0DF109,kivalcons1jp95c3wyv7v22tg2pdmzra9swpaqmugf75pp37,RmF+Tu5lwDE8DxL4jCDhFVIibZua33eyrrUL2HSXg1o=
Klub Staking,KI CHAIN,103182542,1970-01-01T00:00:00Z,kivaloper1wx78v65ppxvgnefhfryc8ksja2hqzksmmh53au,FBFC69F75FF8F41F396637B68F4DD8348905300B,kivalcons1l07xna6llr6p7wtxx7mg7nwcxjys2vqtw9eajx,kUX5aV9alH0fkWs+fYgwqcrG46eFCAebx8SPsmyfS0s=
Blockscope 🌱 Slash insurance,KI CHAIN,1193685,2022-05-04T09:19:14.512481622Z,kivaloper1swylsl9d26mhmwu98qmgtxtaqr5qcj749xqgxx,6488EE8E8D515E121BB80C4D56EE674B04BB715C,kivalcons1vjywar5d290pyxacp3x4dmn8fvztku2uqdch5j,OheVnnY6sMdS3X/2+z1z/8B0HDZcyHpf/Wo0D2Rkxs4=
Oldcat,KI CHAIN,10204,2022-09-15T12:50:57.695596170Z,kivaloper14932eu6d398f0ycqj6xtmy9xhaewzegkhz2eap,B19811C14545ACBDE1E3C8E547FB85C2F25DEAA7,kivalcons1kxvprs29gkktmc0rerj507u9cte9m648z24rx2,sUwvLGwYJPydHqadI8DuRktNqPHw5C+s9MM5vP/ES4k=
StakeLab,KI CHAIN,11893787,2022-06-27T18:06:24.849631410Z,kivaloper14g4ztk36q529vx8ash7y8hr047kgzxlvyh2ch5,22770E48EF1F4A2DDB16F1FAD67F357E97728A33,kivalcons1yfmsuj80ra9zmkck78advle406th9z3nc0a6eh,7DQMvoVql2snSlFQqOZ25iZeR/5ziWCRVYmfK4PlfYA=
StakeCraft,KI CHAIN,4859096,1970-01-01T00:00:00Z,kivaloper1emn7g3wkzdm59ndplscrzsk7hllms6wtwdq47q,7EEF24B159BC7093A256EB30E50C4F48ABFD4FE1,kivalcons10mhjfv2eh3cf8gjkavcw2rz0fz4l6nlpgg5n6n,HgQuVIz6hIQuiMomG5Ygq0cIeYZ7P/3wWBFTCCU/4g0=
Citadel.one,KI CHAIN,12010236,1970-01-01T00:00:00Z,kivaloper1umjuwrcn0vdx6w7nxaemv9s6ds0w860k5nrfyr,14235AC305C67DA216E9F5404D1DF5D89BA2DC8D,kivalcons1zs344sc9ce76y9hf74qy6804mzd69hydfaee5s,offD2J75tjVJ7RRy/IjA1Q5JmYQODsHrB9ARxcQn6pk=
Staking-Pool,KI CHAIN,40153308,1970-01-01T00:00:00Z,kivaloper174y4rannwu6tnrwtdmxvcc4ut66lrf20z4f3a8,DCC992462D9A782DBE56DEDB9BD5EEE1CF7AC95C,kivalcons1mnyey33dnfuzm0jkmmdeh40wu88h4j2unvcfe9,XMdiZw5XfvoWvlVY/VMdlHIdSVFqxlWEoKmFpti5wLM=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Stakecito,LUM,131765190,1970-01-01T00:00:00Z,lumvaloper1qe8uuf5x69c526h4nzxwv4ltftr73v7q2gsrku,C5E7D1188A69BB4E6C7CC0FD8D958D57E179848D,lumvalcons1chnazxy2dxa5umrucr7cm9vd2lshnpydyjmj3v,8K2tz2FUNPrXBM4pZsvBxvOPnqcV0vO5BwdBwfBbMEU=
Stakely.io,LUM,57252715,1970-01-01T00:00:00Z,lumvaloper1zs59ua4l0h6a2hnh08v8qn76f6qh7uxc22vey5,8CA2E017954C7B3B8770082837C00E5AC9261835,lumvalcons13j3wq9u4f3anhpmspq5r0sqwttyjvxp4xsczam,76I4aAetuZQ+5MtuIEMgFRe6snc4l0nnvph5uKJf8gA=
StakerHouse,LUM,1357611,2022-09-20T10:19:49.078426122Z,lumvaloper1ytmeusye99zdzumkx2hvlx5p3fj9d5w84k3adu,F681D18105D61A9B4EA595451BA70265B07C72B1,lumvalcons176qarqg96cdfkn49j4z3hfczvkc8cu43hpkwa9,rtNsnypJypzwSCervs1XOrdLJpcy1d9qVbNqZqz8SMA=
Klub Staking,LUM,268516552,1970-01-01T00:00:00Z,lumvaloper1yhaswwgg5tz7veknxwaj8vc8rfa9s0nagpmn2t,4F18ED31F8C88ECFFD6CF6E72F56D6C28683B9E7,lumvalcons1fuvw6v0cez8vlltv7mnj74kkc2rg8w08zngrer,whX97kj2JW+snRFqRVckx2N2bbxY7tujWYJmfBzQCaM=
Stakers,LUM,13024717,1970-01-01T00:00:00Z,lumvaloper1927r33dfedjy6dnrhegfeve78jdwqtzhxls9te,5D4FB5A2E179345723E9AD48B3E41F6AFDD6FDE6,lumvalcons1t48mtghp0y69wglf44yt8eqldt7adl0x5rymmm,GGmFaLizpWit2lVcEy5X94xjFzFU/PBfNBk64SAJtao=
Citadel.one,LUM,14915400,1970-01-01T00:00:00Z,lumvaloper1vujcasxr8nh77yv20dw4lgdkkrkk7krvss8xhh,725FDB378293954A5585D1889AF44BDC88E6BE7D,lumvalcons1wf0akduzjw2554v96xyf4aztmjywd0napdstpv,ylgBcFork774A6WCstcOXK3pYOPx3amKWZ9VhbOLoEQ=
Oldcat,LUM,5318224,1970-01-01T00:00:00Z,lumvaloper1v73py5myadey4cal2wh4nlk99h59jh52muuv55,F29171F12661FE8924698E00A2594BABA05E578C,lumvalcons172ghrufxv8lgjfrf3cq2yk2t4ws9u4uve7d5de,RSdg4Ggga4gCBX/reg0fy5IScebjFbNPvdcLHfkI85E=
BlockHunters 🎯,LUM,245525,2022-03-11T13:46:35.981430061Z,lumvaloper1ss7vkqzfal7h4m8ug8lh8peqqyt7vq3sjr9zvg,BAE748E4909448BF5B8E6D517BBFACDACD8DDB31,lumvalcons1htn53eysj3yt7kuwd4ghh0avmtxcmke3qwyjeg,/aN955s4Av5jlE4Vsa9Bh4gAH5ORdxJrmLP2Wgtly6A=
Stake Frites,LUM,134236,1970-01-01T00:00:00Z,lumvaloper1kn7zgwex5yr897mp9vy83vm9re53skyhr82s58,81758EBC6253FEEFC92C8767BC191AEC11CE9423,lumvalcons1s96ca0rz20lwljfvsanmcxg6asgua9pr8dpp36,WXfFDsfZlBseG6Ni6HxY2Lz5UJKMBrst7FFmvWmtmKc=
StakeWithUs,LUM,83880198,1970-01-01T00:00:00Z,lumvaloper1c9ye54e3pzwm3e0zpdlel6pnavrj9qqvv38ydq,E29AA3D5FF0994B607D6849AC9DA9298583ABFE0,lumvalcons1u2d2840lpx2tvp7ksjdvnk5jnpvr40lq3hxlw0,FA3+W+V3H5U8lV0hjEu2MCDL9Jaz2b3EYDrpziw6bYg=
Stake.Works | Lum,LUM,190056,1970-01-01T00:00:00Z,lumvaloper16wq4nckv4asxa9uxskuuhkssd884296y8nv8wx,80400E8387106A6D681B672DE870B7DF335C7F1F,lumvalcons1spqqaqu8zp4x66qmvuk7su9hmue4clcl039dnq,tAI/+c2tc6/G2OJJpVsyYo4JXWjFqBQWSkNVhRBZdKI=
StakeLab,LUM,215878408,1970-01-01T00:00:00Z,lumvaloper1axqn30kead92gdsg7pusc6ezxx8ltq465r3hv3,32A06E6C5B0E6DE6637EED87D586391A1869A6B0,lumvalcons1x2sxumzmpek7vcm7akratp3ergvxnf4sh5ctf2,ZpcDkfQ6FlmESFse4M1P4cPgmuraP2ggW2uoo65eREU=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
StakeLab,MEDIBLOC,526198,2022-10-24T23:21:24.463130528Z,panaceavaloper1tfu4t4c0pywlh8d2g2u3d5xnsxdec8x5hacum5,3463DBC1A681C049F94B40DD0B3F01DA0E4E6C67,panaceavalcons1x33ahsdxs8qyn72tgrwsk0cpmg8yumr80avdn6,KetAncuGEEqq22dDjLfRBfQdPAJ1NrP4q/DlQiNqnxY=
Oldcat,MEDIBLOC,62862720,2022-02-15T00:31:22.124639256Z,panaceavaloper1tk63f4uuvne57eay6dlndt6v8skpuvncjpgpau,003B29D0365F2FB4047593410E61BF51E1D03DDD,panaceavalcons1qqajn5pktuhmgpr4jdqsucdl28saq0wa3cccjt,RA+1eosH4ijhhXRW+nzOJoOH6xcTvaFP61pVNljtlmc=
Stakewolle.com | Auto-compound,MEDIBLOC,53002416,1970-01-01T00:00:00Z,panaceavaloper1dw3ev60v44q68qrrsz8lmwrx68f70hyrr5w5l6,245F61B9CB03334B51EDCBBD243A495A6541668B,panaceavalcons1y30krwwtqve5k50dew7jgwjftfj5ze5t3uxvj6,nq3JC4UJ6teiYOOiw7uhwmdvGYr8AVY5YUYvVhZNFEM=
Staketab,MEDIBLOC,5163874,2022-10-24T23:21:24.463130528Z,panaceavaloper1h2k9m0s5qwpnxrwumscn0hs3jmvhxhy2ud5ywv,1B2B50F6F318F0386A71CA6A8EFA088706B89276,panaceavalcons1rv44pahnrrcrs6n3ef4ga7sgsurt3ynkahzlle,7yL0dGKpeJgG5man1m1FsnKy/Jb57Is0x+37y+XPBzA=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
polkachu.com,NYX,40,1970-01-01T00:00:00Z,nvaloper12xrk9wxmh7z4n5s5d8hk7zumn0hqu6z69a3e9f,25219C7188D73816F8B2B7B153F83FA06A9A699E,nvalcons1y5secuvg6uupd79jk7c487pl5p4f56v7guy0pc,HIYOoPElWdXDpddcgiI2+ipY++J4DDoqyAtThP44m84=
Chorus One,NYX,4000200,1970-01-01T00:00:00Z,nvaloper15urq2dtp9qce4fyc85m6upwm9xul3049ckp6x4,74B3DA950977508AAEB105B2B0DEBFD6C54B8F40,nvalcons1wjea49gfwagg4t43qketph4l6mz5hr6q7907v7,mhCprwd4skpLKNU4yDCe/KH15r4Dc74XbEApQlmpvak=
Blockfend Genesis Labs,NYX,10000039,2022-04-13T00:07:44.570734342Z,nvaloper1aqxz5rhsu59tz3fykskqprarq2c2vxqv2jaysv,6EF6EE46207C59ACA4CDD011FD00A0D8F4172BED,nvalcons1dmmwu33q03v6efxd6qgl6q9qmr6pw2ldpudny0,Qerh8g8MKIv1Y+tP4iNofYOGA89fdgNJJLX77FJC/GU=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
Stakecito,OMNIFLIX,10,1970-01-01T00:00:00Z,omniflixvaloper1qe8uuf5x69c526h4nzxwv4ltftr73v7qse8pw6,8B5953D8F4349EDE9D944C8E896F54FA86BAA034,omniflixvalcons13dv48k85xj0da8v5fj8gjm65l2rt4gp5u5vsht,WRL3+sr74wSv+tnX7XGxrWNuJ0qM0bLIZbtWweJ6Lbc=
StakeLab,OMNIFLIX,10,1970-01-01T00:00:00Z,omniflixvaloper1pzkx9p2upmrrscwxvwgrmvmfrgcnfskxfzm3z0,5560DC18DC6C3797EF8A575BB01A2B058C8E0984,omniflixvalcons124sdcxxudsme0mu22admqx3tqkxguzvyks6s8s,aN5iHjIxC3eCPQGPat99iFZceMr9iVktgj4VOX0XbGU=
Klub Staking,OMNIFLIX,10,1970-01-01T00:00:00Z,omniflixvaloper1p0mwlwed3fmclupzcyf9vept3uksut4mrljhck,F1B5BFA59F5DB8367B20650948B31A306E2E0A53,omniflixvalcons17x6mlfvltkurv7eqv5y53vc6xphzuzjn9kla4r,Gbpf0yJ+XHGH0+gE0nld14Qj6uZYlqLGJ0Y53I9fqrw=
Stakepile,OMNIFLIX,11,1970-01-01T00:00:00Z,omniflixvaloper1fdnz3xyzyrkzlz4mvv5a3eymcrrf24hzs0y93d,D2EBB585F2C0FA3128760D6FC8D8B998D4042A2B,omniflixvalcons16t4mtp0jcrarz2rkp4hu3k9enr2qg23t5sk6l8,u6FUX3pTywwPgAkO1wN/4//sIaEs4QvMgZfH3xTLcNg=
Bro_n_Bro,OMNIFLIX,10,1970-01-01T00:00:00Z,omniflixvaloper1e8grpphncncw9hrutyvnlv77n5dejwcne58zk4,D57D36210C86BADC549BDEC48610D1A9A43027F1,omniflixvalcons1647nvggvs6adc4ymmmzgvyx34xjrqfl3ef5xsr,I5n7rI5qdebUo3j1cVbabriScz/Qnsi1sWESl88yFIw=
StakeAngle,OMNIFLIX,12,1970-01-01T00:00:00Z,omniflixvaloper1egd93nehyr5x8yz97rft6h6aczxz4t4r5wvhc4,E5C47ED982F3AD71537B1AEEE2FA9FFFCF54A918,omniflixvalcons1uhz8akvz7wkhz5mmrthw975lll84f2gchyu8w8,sXHhgzPRm+AEOAYIYFXrbdq8wbdEtBVHtck6sUVRTRI=
Staketab,OMNIFLIX,10,1970-01-01T00:00:00Z,omniflixvaloper16kjscz5tz6suy0c9fkcrn7dws79h7zl50u6jpr,9FAFF1E7708558DAB05B2766E952B0B5C0A3D8BD,omniflixvalcons1n7hlremss4vd4vzmyanwj54skhq28k9au3rf2w,qsUirn7I0O28+YrtEbGjv6eyZex0aPsM2vQwDVXri+M=
Stakely.io,OMNIFLIX,12,1970-01-01T00:00:00Z,omniflixvaloper1u0ch8y4ts6qxaqgw5h05mvtca0zq9rtfdwpytm,2A7CD3E4433CABF41837A812AB2307A84DA4A243,omniflixvalcons19f7d8ezr8j4lgxph4qf2kgc84px6fgjrdq6v4p,734k2mVHAYJi+PX2a/33XktrkWo5Xbc8EAx23KpVvU4=
Blockscope.net 🛡 slash insurance,OMNIFLIX,10,1970-01-01T00:00:00Z,omniflixvaloper1l4ma0e2ffpef7pmpjcp0pzfz2nkvx304fzrvdz,C010A8D9C6C9A54475C7D8E52F6043B0D7CC2967,omniflixvalcons1cqg23kwxexj5gaw8mrjj7czrkrtuc2t8xdg2h9,5ygLEgR5H6zGs8XE9Kksrpb6E7hiOXLqP4VIJUByUSQ=
moniker,chain,voting_power,jailed_until,operator_address,validator_address,valcons,Pubkey
AutoStake 🛡️ Slash Protected,OSMOSIS,605366,1970-01-01T00:00:00Z,osmovaloper1pxphtfhqnx9ny27d53z4052e3r76e7qq495ehm,68A393C7ED496871150C0A7CAD0CAC09B8E458FB,osmovalcons1dz3e83ldf958z9gvpf726r9vpxuwgk8mzs3kzh,bU1m3aDQwxIpqFYubjZIhSvYCia1MQSfTaaXJBg38nw=
Stakely.io,OSMOSIS,265957,1970-01-01T00:00:00Z,osmovaloper1z5xyynz9ewuf044uaweswldut34z34z3cwpt7y,C9E615289D1D92E50292C3B0BD8358D9B2E40290,osmovalcons1e8np22yarkfw2q5jcwctmq6cmxewgq5s76935r,gWt6q+82LR2nMWHo7k2q5LGLsXzuZGajZQVFyqkzygY=
polkachu.com,OSMOSIS,927698,1970-01-01T00:00:00Z,osmovaloper1gp957czryfgyvxwn3tfnyy2f0t9g2p4phpkatp,51D7D05A659208A6576190AEBBE8F07603851515,osmovalcons128taqkn9jgy2v4mpjzhth68swcpc29g43hvt7g,YusezK9A/ivVeYQl9AO00x7aS4nFkxEbinwZHhsgVPg=
Stakecito,OSMOSIS,2654774,1970-01-01T00:00:00Z,osmovaloper12rzd5qr2wmpseypvkjl0spusts0eruw2g35lkn,D24B7A32413338C2AA26FC0016D91FBE73BB5EAE,osmovalcons16f9h5vjpxvuv923xlsqpdkglheemkh4w608lvz,p7vsAmhAKlKj7MOYEx5Ht0N0wGua0On35WzW7q3eFh4=
Stakewolle.com | Auto-compound,OSMOSIS,1030534,1970-01-01T00:00:00Z,osmovaloper122yaxffys6rmv03nwwkmn3rvr5skzxl9lry2a5,4E154C9288E31436BA814DD92D17C4ED6CEFD3F1,osmovalcons1fc25ey5guv2rdw5pfhvj697ya4kwl5l3lvdrly,d0bdUFPpo0HhlikzHJURLoIXvUiUEvO28q4IncjPy9U=
Blockwave Labs,OSMOSIS,81155,1970-01-01T00:00:00Z,osmovaloper1wrkm99xhcqwq4v0q7lcf8wujvy6qjhenddxhp6,5F85B3F808E28491EB219BB0345668CA2D620618,osmovalcons1t7zm87qgu2zfr6epnwcrg4ngegkkypscryxs0m,TjYgDI2c2WV1CLOdJdkCl0ao+6vK4dON6YnpAp64Mew=
Staking Fund,OSMOSIS,219332,1970-01-01T00:00:00Z,osmovaloper1000ya26q2cmh399q4c5aaacd9lmmdqp9cwpvl4,0960EF3FD58FE7DBB8F20FC98269D3B840451603,osmovalcons1p9sw70743lnahw8jplycy6wnhpqy29srt5rjhj,jSNHqQh5u31X5TqJ1dKVdFgeFFihqjP+D1Utvo5lezg=
Bro_n_Bro,OSMOSIS,750117,1970-01-01T00:00:00Z,osmovaloper13tk45jkxgf7w0nxquup3suwaz2tx483xe832ge,63481F6DCAAF733D2FC953A335C2200EE190862C,osmovalcons1vdyp7mw24aen6t7f2w3nts3qpmsepp3vqxtep8,Z3A0fCkaKR09vvDT7x18I2IczxvVpezksPpsYyK1n2Y=
Chorus One,OSMOSIS,12225591,1970-01-01T00:00:00Z,osmovaloper15urq2dtp9qce4fyc85m6upwm9xul3049wh9czc,E08FBA0FE999707D1496BAAB743EAB27784DC1C5,osmovalcons1uz8m5rlfn9c869ykh24hg04tyauymsw9l09d5d,3g5KC6fJ2YYRoN583mKdstLi5egwt2CkyR0yiWIRlQw=
StakeThat - autorestake,OSMOSIS,181806,2021-11-19T21:33:06.163922728Z,osmovaloper14suzzfw7rkz7uke8w9lhttnvewku7sd06djndg,46E5338EF19A939D3D3B0B0B78A1C665F0FA19E8,osmovalcons1gmjn8rh3n2fe60fmpv9h3gwxvhc05x0g0kjfl3,K0P8fWZcajey9vaJfXPA0UYJezBseS8+CUpWPMqGx1Q=
Blockdaemon,OSMOSIS,834955,1970-01-01T00:00:00Z,osmovaloper14537vk6xr9qfptpw2090c589w7a8cm0e0wyv3u,2335465B27B9548313AAF465217787FD8E6113D3,osmovalcons1yv65vke8h92gxya273jjzau8lk8xzy7nkwkrqp,rYPM5swt2DJmKFgI7v0Bzt/7yUIaUWF+Lq0hu6qF/fc=
